invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I209919,C145019,Clothing,3,900.24,01-11-2022,Kanyon
I682364,C136471,Cosmetics,2,81.32,2021-10-26,Mall of Istanbul
I305928,C106337,Food & Beverage,1,5.23,02-02-2023,Istinye Park
I115087,C329200,Food & Beverage,1,5.23,29-10-2022, METROPOL AVM 
I173319,C147782,Shoes,2,1200.34,08-03-2022,Metrocity
I183446,C306611,Clothing,4,1200.32,13-01-2022,Metrocity
I195871,C222427,Clothing,2,600.16,01-05-2023,Metropol AVM
I106669,C495630,Clothing,3,"900,24",01-03-2022,
I330485,C135463,Toys,2,71.68,06-03-2022,Kanyon
I327058,C281180,CLOTHING,3,900.24,14-08-2021,Mall of Istanbul
I178810,C377334,Food & Beverage,1,5.23,11-05-2022,Istinye Park
I191652,C187491,Clothing,4,1200.32,18-10-2021,Kanyon
I263169,C192839,Food & Beverage,5,26.15,27-11-2021,Istinye Park
I331189,C148404,Toys,3,107.52,04-10-2021,Metropol AVM
I887338,C165886,Food & Beverage,4,20.92,03-05-2022,Metrocity
I276206,C185177,Food & Beverage,1,5.23,10-08-2022,Mall of Istanbul
I252117,C271324,Clothing,4,$1200.32,Jul 01 2022, METROPOL AVM 
I314915,C122535,TOYS,3,107.52,10/03/2021,Cevahir AVM
I170934,C183716,Clothing,3,900.24,12-11-2021,Mall of Istanbul
I293974,C283027,Cosmetics,3,121.98,26-02-2022,Zorlu Center
I115900,C301161,Toys,1,35.84,04-10-2021,Emaar Square Mall
I847773,C175332,,3,15.69,06-04-2021,Metropol AVM
I213559,C304366,Clothing,4,1200.32,30-03-2021,Metrocity
I394782,C312781,Shoes,1,600.17,17-06-2022,Istinye Park
I314901,C285424,Technology,5,5250.0,14-07-2022,Viaport Outlet
I192109,C248118,,3,15.69,08-05-2022,Kanyon
I132692,C233671,Clothing,5,1500.4,12-04-2021,Mall of Istanbul
I281908,C101068,Toys,5,179.2,03-03-2023,Viaport Outlet
I131533,C325025,CLOTHING,4,1200.32,08-09-2022,Istinye Park
I304272,C335858,Technology,2,2100.0,10-02-2021,Mall of Istanbul
I281021,C204096,Food & Beverage,5,-26.15,18-12-2022,Kanyon
I507042,C185071,  Cosmetics  ,1,40.66,29-01-2021,Mall of Istanbul
I138743,C173880,Cosmetics,4,"162,64",07-09-2021,Kanyon
I678331,C320946,Souvenir,5,58.65,04/09/2021,Mall of Istanbul
I321942,C153687,Food & Beverage,4,20.92,02-02-2021,Metrocity
I270263,C287200,Cosmetics,1,40.66,27-10-2022,Kanyon
I422759,C123669,Shoes,2,1200.34,18-07-2021,Metrocity
I337046,C189076,Books,4,60.6,Oct 24 2021,Kanyon
I578382,C194206,Cosmetics,1,40.66,12-02-2021,Mall of Istanbul
I156620,C244118,Clothing,3,900.24,11-04-2021,Zorlu Center
I154519,C260719,Cosmetics,4,162.64,05-12-2022,Viaport Outlet
I119951,C769598,Clothing,4,1200.32,20/01/2021,Viaport Outlet
I900415,C312220,Cosmetics,5,203.3,05-06-2022,Metrocity
I263077,C201256,Clothing,4,1200.32,28-02-2022,Mall of Istanbul
I333738,C213198,Clothing,3,900.24,06-03-2022,Kanyon
I112894,C248669,Clothing,3,900.24,26-11-2022,Metrocity
I306311,C180210,Books,,15.15,07-01-2023,Kanyon
I297718,C157032,Shoes,4,2400.68,13-06-2021,Forum Istanbul
I109646,C233228,Clothing,1, 300.08 ,01-08-2021,Zorlu Center
I216256,C262390,COSMETICS,5,203.3,15-02-2022,Istinye Park
I191526,C228564,Food & Beverage,2,10.46,02-11-2022,Cevahir AVM
I556093,C838641,Shoes,2,1200.34,12-23-2022,Mall of Istanbul
I103203,C137699,Toys,3,107.52,04-03-2023,Istinye Park
I339509,C218686,Souvenir,1,11.73,12-04-2022,Forum Istanbul
I331939,C320412,Food & Beverage,3,15.69,06-07-2021,Viaport Outlet
I740729,C314391,Clothing,5,1500.4,Sep 09 2022,Mall of Istanbul
I177825,C181472,Cosmetics,3,121.98,19-03-2021,Mall of Istanbul
I256245,C599578,Toys,4,143.36,11-02-2023,Metrocity
I291638,C432921,Clothing,2,600.16,15-04-2022,Forum Istanbul
I231649,C147566,Food & Beverage,1,5.23,05-12-2021,Kanyon
I301881,C327623,Clothing,2,600.16,24-02-2023,Metrocity
I300193,C130216,Clothing,3,900.24,19-12-2022,Metrocity
I417196,C218039,Cosmetics,5,203.3,04-09-2021,Metrocity
I214934,C312621,Souvenir,5,58.65,22-12-2022,Mall of Istanbul
I214028,C304332,Technology,,2100.0,23-10-2021,Metrocity
I841419,C274661,Food & Beverage,,10.46,2022-11-26, KANYON 
I316606,C256036,,4,162.64,22-06-2021,Kanyon
I144133,C992769,food & beverage,3,15.69,18-08-2021,Metrocity
I301190,C325802,Shoes,3,1800.51,18-07-2021,Mall of Istanbul
I369014,C325708,Shoes,1,600.17,09.06.2021,Emaar Square Mall
I790515,C997146,Food & Beverage,5,26.15,18-03-2022,Mall of Istanbul
I985286,C184000,Shoes,2,1200.34,28-07-2022,Metrocity
I116566,C192757,Technology,2,2100.0,2022-03-16,Mall of Istanbul
I184497,C147580,Shoes,1,600.17,08-09-2021,Zorlu Center
I633563,C168601,Cosmetics,1,40.66,21-05-2021,Istinye Park
I121696,C243697,Food & Beverage,2,10.46,19-02-2021,Emaar Square Mall
I277606,C294577,Clothing,1,300.08,29-09-2021,Kanyon
I999173,C168255,food & beverage,2,10.46,02-08-2022,Zorlu Center
I102237,C106693,Cosmetics,2,81.32,29-07-2022,Mall of Istanbul
I298104,C301302,Clothing,2,600.16,03-09-2022, METROPOL AVM 
I348175,C136734,Technology,1,1050.0,17-06-2022,Metrocity
I128544,C211218,Clothing,1,300.08,29-03-2021,Mall of Istanbul
I194182,C195406,Shoes,2,1200.34,05-08-2021,Kanyon
I293442,C270759,Clothing,2,600.16,Apr 22 2021,Metrocity
I146331,C160170,Clothing,3,900.24,28-11-2022,Kanyon
I693417,C285467,Clothing,4,1200.32,26-09-2022,Cevahir AVM
I207048,C201804,Food & Beverage,3,15.69,11-08-2022,Metrocity
I193967,C269044,Cosmetics,3,121.98,2021-06-16,Metrocity
I168724,C253566,Souvenir,2,$23.46,Jul 07 2022,Zorlu Center
I169611,C596485,Clothing,5,1500.4,10-03-2021,Mall of Istanbul
I840150,C318154,Clothing,3,900.24,23/11/2021,Kanyon
I273575,C237253,Food & Beverage,1,5.23,15-12-2021,Mall of Istanbul
I692537,C123859,Toys,5,179.2,2022-08-11,Metropol AVM
I471909,C112948,Food & Beverage,1,5.23,22-06-2021,Kanyon
I300188,C853925,Clothing,4,1200.32,07-09-2021,Istinye Park
I415757,C276651,Clothing,2,600.16,06-04-2022,Metrocity
I100199,C275614,Books,5,75.75,25-02-2022,Istinye Park
I321969,C965540,,2,71.68,09-02-2023,Metropol AVM
I223477,C132801,Food & Beverage,2,10.46,27-01-2022,Mall of Istanbul
I658599,C205215,Toys,4,143.36,11-10-2021,Viaport Outlet
I309573,C128995,Technology,5,5250.0,26-10-2021,Emaar Square Mall
I116321,C173571,,0,5.23,03-10-2022,Emaar Square Mall
I371107,C199022,Cosmetics,2,81.32,16-10-2022,Kanyon
I338909,C331706,Cosmetics,5,203.3,10-04-2022,Metrocity
I286948,C131261,Clothing,2,600.16,07-09-2022,Metrocity
I145987,C148432,Clothing,4,1200.32,01-04-2022,Viaport Outlet
I505778,C753285,Cosmetics,5,203.3,18-01-2023,Metropol AVM
I176050,C964984,Food & Beverage,5,26.15,02.11.2022,Metropol AVM
I134750,C161050,Books,-4.0,60.6,10-07-2021,Viaport Outlet
I103132,C285385,Books,3,45.45,28-08-2022, METROPOL AVM 
I179117,C110211,Toys,5,179.2,13-07-2022,Metropol AVM
I538079,C107960,Shoes,3,1800.51,19-04-2021,Mall of Istanbul
I125783,C252355,Clothing,2,600.16,13-09-2022,Viaport Outlet
I665869,C331715,Shoes,4,2400.68,12-05-2021,Kanyon
I859051,C328267,Cosmetics,4,162.64,27-01-2022,Kanyon
I402202,C177615,Clothing,4,1200.32,2021-02-25,Viaport Outlet
I290763,C400297,Toys,5,179.2,22-07-2021,Metropol AVM
I158290,C112410,Clothing,2,600.16,17-02-2022,Istinye Park
I199709,C257832,Clothing,5,1500.4,24-10-2021,Zorlu Center
I185852,C297772,Food & Beverage,4,20.92,05-08-2021,Kanyon
I711462,C128954,Clothing,,1200.32,30-04-2022,Cevahir AVM
I255793,C246355,Shoes,5,3000.85,27-12-2022,Istinye Park
I792385,C139702,Clothing,2,600.16,16-02-2021,Kanyon
I261600,C108168,Shoes,5,3000.85,29-06-2022,Kanyon
I783348,C929023,Clothing,3,900.24,30-11-2021,Kanyon
I105631,C151679,  Clothing  ,5,1500.4,Oct 07 2021,Kanyon
I298994,C300020,Cosmetics,3,121.98,23-02-2022,Kanyon
I213384,C103152,Food & Beverage,3,15.69,08-17-2021,Kanyon
I219047,C279520,Food & Beverage,5,26.15,06-08-2022,Metropol AVM
I278113,C171017,Clothing,4,1200.32,21-05-2021,Metrocity
I616310,C109099,Cosmetics,4,162.64,18.03.2022,
I321513,C183101,  Toys  ,3,107.52,10-09-2021,Kanyon
I145837,C329482,Books,1,15.15,14-06-2022,Metropol AVM
I117912,C269266,Toys,4,"143,36",17-06-2021,Mall of Istanbul
I201857,C329474,Toys,1,35.84,16-06-2021,Kanyon
I136867,C335872,Clothing,2,600.16,18-10-2021, FORUM ISTANBUL 
I211039,C208684,Books,5,75.75,11-08-2021,Cevahir AVM
I368245,C490604,Toys,5,179.2,22-11-2021,Kanyon
I160204,C168417,Books,2,30.3,10-14-2022,Forum Istanbul
I305959,C133587,Food & Beverage,3,15.69,16-07-2022,Kanyon
I185216,C328858,Clothing,2,600.16,26-03-2022,Mall of Istanbul
I423326,C269522,Clothing,3,900.24,03/10/2021,Mall of Istanbul
I834468,C414768,Clothing,2,600.16,10-07-2022,Metrocity
I882877,C284722,Cosmetics,4,162.64,20-02-2022,Forum Istanbul
I155706,C338646,Clothing,5,1500.4,17-09-2022,Mall of Istanbul
I100961,C157517,CLOTHING,2,600.16,27-04-2022,Forum Istanbul
I308035,C306543,Clothing,1,300.08,11-09-2022,Mall of Istanbul
I268941,C581361,Clothing,3,900.24,16-12-2022,Zorlu Center
I834684,C976930,Food & Beverage,2,10.46,22-05-2021,Metrocity
I235781,C134062,Shoes,1,600.17,20-07-2021,Metrocity
I267834,C148479,Clothing,,300.08,09-07-2022,Mall of Istanbul
I661686,C844943,Souvenir,3,35.19,02-02-2022,Forum Istanbul
I757473,C966071,Clothing,1,300.08,21-12-2022,Kanyon
I511640,C676879,Cosmetics,3,121.98,29-01-2021,
I329523,C178373,Cosmetics,3,121.98,02-07-2022,Mall of Istanbul
I726368,C929479,Toys,3,107.52,09-10-2021,Cevahir AVM
I332390,C284450,Shoes,5,3000.85,07-08-2022,Metropol AVM
I331807,C191552,Toys,2,71.68,03-01-2021,Mall of Istanbul
I659960,C939175,Clothing,1,300.08,21-12-2021,Cevahir AVM
I246403,C478263,Shoes,5,3000.85,11-06-2021,Kanyon
I239320,C205126,Books,2,30.3,07-05-2022,Kanyon
I263723,C308911,Shoes,4,2400.68,22-10-2021,Istinye Park
I968657,C193031,Food & Beverage,5,26.15,31/10/2021,Metrocity
I324107,C310475,Clothing,3,900.24,23-01-2022,Mall of Istanbul
I919485,C202049,Clothing,3,900.24,2022-03-10,Kanyon
I232212,C332689,Clothing,5,1500.4,06-09-2021,Emaar Square Mall
I748498,C264019,Clothing,5,1500.4,20-10-2022,Emaar Square Mall
I263894,C306042,COSMETICS,3,121.98,27-12-2022,Kanyon
I208917,C270807,Clothing,0,1500.4,02-01-2023,Forum Istanbul
I168746,C137119,Toys,5,179.2,23-05-2021,Kanyon
I222120,C208614,Cosmetics,3,121.98,07.12.2021,Kanyon
I325165,C918455,Clothing,2,600.16,20-05-2022,Mall of Istanbul
I909944,C908173,Clothing,4,1200.32,21-12-2021,Mall of Istanbul
I312683,C425431,Food & Beverage,5,26.15,14-11-2021,Forum Istanbul
I206031,C655221,Toys,5,179.2,17-07-2021,Metropol AVM
I131271,C376325,Clothing,2,600.16,15-09-2022, KANYON 
I125329,C223939,Souvenir,4,46.92,05-08-2021,Zorlu Center
I227639,C522380,Toys,4,143.36,06-09-2022,Zorlu Center
I859160,C159906,Clothing,3,900.24,14-05-2021,Mall of Istanbul
I806844,C191801,Toys,1,35.84,05-09-2021,Istinye Park
I149057,C260495,Toys,2,71.68,18-09-2021,Forum Istanbul
I204764,C176034,Cosmetics,1,40.66,01-01-2022,Metrocity
I978050,C176604,Food & Beverage,5,26.15,01-02-2023,Mall of Istanbul
I848207,C330336,Clothing,1,300.08,01-02-2021,Metrocity
I698481,C682517,Technology,3,3150.0,11-01-2021,Kanyon
I132451,C284778,Cosmetics,2,81.32,24-07-2022,Istinye Park
I476852,C134194,Books,3,45.45,04-18-2021,Mall of Istanbul
I112942,C177164,Clothing,4,"1200,32",21-02-2023,Mall of Istanbul
I170370,C231119,Cosmetics,3,121.98,23-11-2021,Istinye Park
I250117,C106003,Food & Beverage,1,5.23,01/07/2021,Mall of Istanbul
I328770,C214029,Clothing,2,600.16,2022-08-07,Zorlu Center
I122225,C209081,Clothing,5,1500.4,31-01-2023,Zorlu Center
I158714,C294765,food & beverage,1,5.23,30-10-2021,Viaport Outlet
I162388,C116365,Shoes,5,3000.85,15-05-2022,Kanyon
I539233,C470860,Toys,5,179.2,11.01.2023,Forum Istanbul
I184752,C292120,Clothing,2,600.16,03-06-2022,Kanyon
I184680,C299184,Clothing,4,1200.32,22/09/2021,Kanyon
I137971,C400990,Clothing,1,300.08,Mar 30 2022,Kanyon
I496832,C149901,Clothing,4,1200.32,13.03.2021,Metrocity
I315545,C233689,Clothing,3,900.24,15-04-2022,Mall of Istanbul
I226684,C592979,Clothing,3,900.24,26-09-2022,Metrocity
I280282,C333154,Food & Beverage,5,26.15,20-11-2021,Istinye Park
I252048,C151226,Technology,5,5250.0,21-05-2021,Mall of Istanbul
I313384,C282240,Clothing,2,600.16,26-06-2021,Metrocity
I309337,C398501,TOYS,2,71.68,30-01-2021,Kanyon
I204123,C182666,Clothing,4,1200.32,20-12-2021,Metrocity
I235084,C115425,Food & Beverage,5,26.15,11-01-2022, EMAAR SQUARE MALL 
I456581,C252988,Food & Beverage,1,5.23,19-06-2021,Metropol AVM
I486297,C333243,Clothing,4,1200.32,18-01-2022, EMAAR SQUARE MALL 
I262950,C336896,Souvenir,2,23.46,2021-06-10,Kanyon
I123868,C901237,Souvenir,4,46.92,20-08-2022,Forum Istanbul
I259847,C234253,Clothing,4,1200.32,14-06-2022,Zorlu Center
I116469,C240189,Cosmetics,4,162.64,27-01-2021,Istinye Park
I249039,C790507,Clothing,5,1500.4,12-04-2022,Metrocity
I200340,C182143,Souvenir,3,35.19,17.05.2022,Istinye Park
I335132,C575361,Toys,5,179.2,27-02-2023,Viaport Outlet
I903644,C174080,Clothing,1,300.08,06.08.2022,Forum Istanbul
I267858,C234928,Clothing,5,1500.4,12-04-2021,Mall of Istanbul
I318711,C330738,Clothing,1,300.08,2022-05-03,Metropol AVM
I232626,C176854,Cosmetics,3,121.98,20-02-2021,Emaar Square Mall
I144783,C874697,Clothing,4,1200.32,04-03-2023,Mall of Istanbul
I306112,C266135,Shoes,1,600.17,05-05-2021,Metropol AVM
I241609,C609217,Souvenir,1,11.73,05-01-2022,Metropol AVM
I322005,C693991,Food & Beverage,2,10.46,21-01-2022,
I314715,C259325,Clothing,2,600.16,20-09-2022,Kanyon
I635977,C481602,Toys,4,143.36,2022-07-18,Emaar Square Mall
I315503,C110232,Clothing,5,1500.4,11-02-2022,Metrocity
I139187,C669523,Clothing,4,1200.32,26.07.2021,Mall of Istanbul
I739067,C339933,Clothing,3,-900.24,05-09-2021,Istinye Park
I119196,C860385,Cosmetics,1,40.66,11-21-2022,Cevahir AVM
I328646,C209398,Food & Beverage,1,5.23,20-08-2022,Zorlu Center
I434908,C403690,Shoes,5,3000.85,19-07-2021,Istinye Park
I532778,C320444,Clothing,2,600.16,21-03-2021,Cevahir AVM
I205586,C135050,Clothing,2,600.16,30-05-2021,Kanyon
I477403,C295302,Souvenir,4,46.92,09.08.2022,Metropol AVM
I252998,C610346,Clothing,1,300.08,01-01-2022,Metropol AVM
I222647,C307741,Clothing,3,900.24,19-01-2021,Kanyon
I299434,C226644,Toys,1,35.84,16-01-2022,Kanyon
I118894,C751343,Food & Beverage,1,5.23,10-27-2021,Mall of Istanbul
I746748,C105545,Clothing,1,300.08,27.08.2022,Emaar Square Mall
I261969,C852038,Books,4,60.6,21-09-2022,Metropol AVM
I256156,C217928,Food & Beverage,5,26.15,29-11-2021,Kanyon
I240036,C301218,Technology,3,3150.0,24-12-2021,Kanyon
I570975,C278044,Clothing,3,900.24,2021-02-14,Viaport Outlet
I226096,C298422,Clothing,4,1200.32,02-05-2021,Metrocity
I179163,C200696,Souvenir,3, 35.19 ,22-09-2021,Emaar Square Mall
I131618,C139427,Toys,1,35.84,26-02-2021,Istinye Park
I104739,C237692,Cosmetics,4,162.64,13.03.2022,Kanyon
I870095,C164352,Clothing,1,300.08,24-03-2021, ISTINYE PARK 
I214289,C197670,Clothing,4,1200.32,21.04.2022,Metrocity
I436404,C302806,Food & Beverage,1,5.23,01-23-2021,Metrocity
I279613,C251343,Clothing,1,300.08,13-09-2021,Mall of Istanbul
I238727,C281950,Shoes,5,3000.85,20-02-2022,Viaport Outlet
I104424,C248517,TECHNOLOGY,1,1050.0,11-28-2022,Cevahir AVM
I401426,C326529,Souvenir,1,11.73,15-01-2021,Metrocity
I214531,C165215,Shoes,2,1200.34,04-05-2021,Istinye Park
I317914,C237762,Food & Beverage,2,10.46,28-07-2021,Emaar Square Mall
I581969,C212071,Cosmetics,5,203.3,13-12-2022,Mall of Istanbul
I293311,C176176,Shoes,3,1800.51,05-01-2022,Metropol AVM
I139228,C306192,Books,5,75.75,27-10-2021,Viaport Outlet
I142025,C129364,Clothing,3,900.24,18-12-2022,Forum Istanbul
I130694,C175268,Food & Beverage,1,5.23,07-12-2021,Mall of Istanbul
I149578,C294382,Clothing,3,900.24,29-03-2021,Istinye Park
I114843,C102515,Shoes,4,2400.68,18-12-2021,Mall of Istanbul
I146672,C188603,Food & Beverage,1,5.23,Dec 01 2021,Cevahir AVM
I169722,C147276,Toys,3,"107,52",09-11-2022,Mall of Istanbul
I212950,C334632,Food & Beverage,3,15.69,18.02.2022,Emaar Square Mall
I308219,C315439,Toys,5,179.2,20-07-2022,Viaport Outlet
I110655,C339680,Clothing,1,300.08,10-10-2022,Istinye Park
I744862,C863629,Toys,2,71.68,Jan 20 2021,Forum Istanbul
I208953,C111112,Clothing,4,1200.32,22-08-2022,Mall of Istanbul
I273763,C989443,Clothing,5,1500.4,Jan 18 2022,Kanyon
I213728,C303745,Clothing,2,600.16,08-12-2022,Istinye Park
I120844,C696221,Toys,1,35.84,04-11-2021,Kanyon
I125494,C729852,Toys,5,179.2,09-06-2022,Forum Istanbul
I194838,C327767,Clothing,2,600.16,30-08-2022,Metropol AVM
I217977,C278065,Shoes,2,1200.34,15-09-2021, VIAPORT OUTLET 
I234274,C177688,Clothing,1,300.08,27-09-2022,Cevahir AVM
I827359,C295413,Cosmetics,2,81.32,10-01-2022,Istinye Park
I303978,C136604,Clothing,-3.0,900.24,05-08-2022,Viaport Outlet
I178248,C495774,Clothing,2,600.16,14-01-2021,
I245089,C503431,Cosmetics,3,121.98,27-08-2022,Metrocity
I265090,C193204,Clothing,4,1200.32,10-08-2022,Viaport Outlet
I272241,C116083,Shoes,4,2400.68,22-08-2022,Metrocity
I295485,C156487,Cosmetics,5,203.3,09-04-2021,Kanyon
I225938,C724726,Cosmetics,2,81.32,10-03-2022,
I612039,C679847,Food & Beverage,3,15.69,19-04-2022,Viaport Outlet
I259147,C826416,Shoes,5,3000.85,02-12-2022,Metrocity
I116998,C120675,Food & Beverage,2,10.46,11-10-2021,Metrocity
I314067,C277104,Clothing,5,1500.4,13-02-2023, MALL OF ISTANBUL 
I228433,C164002,Shoes,2,1200.34,04-10-2022,Mall of Istanbul
I647015,C200149,Cosmetics,2,81.32,11-09-2021,Metrocity
I289018,C300211,Clothing,4,1200.32,08-12-2021,Metropol AVM
I199070,C127773,Food & Beverage,2,10.46,31-05-2021,Zorlu Center
I941167,C607358,Technology,5,5250.0,06-01-2023,Kanyon
I210435,C517862,SOUVENIR,5,58.65,22.07.2022,Zorlu Center
I218038,C473186,CLOTHING,3,900.24,10-08-2022,Mall of Istanbul
I739082,C248605,Cosmetics,3,121.98,29-04-2021,Metrocity
I198863,C515853,Toys,3,107.52,23-06-2022,Metrocity
I124112,C268745,Food & Beverage,5,26.15,02-08-2021,Kanyon
I798195,C808919,Toys,3,107.52,13-10-2021,Mall of Istanbul
I127587,C959032,Clothing,3,900.24,06-03-2023, KANYON 
I216057,C485660,Clothing,1,300.08,02-09-2021,Mall of Istanbul
I829074,C461259,Clothing,3,900.24,24-03-2021,Metropol AVM
I634446,C132755,Shoes,5,3000.85,12-07-2022,Cevahir AVM
I593416,C468940,Shoes,5,3000.85,03-03-2023,Mall of Istanbul
I311514,C959795,Clothing,5,1500.4,17-03-2021,Kanyon
I297573,C225534,Clothing,-3.0,900.24,24-07-2021,Metropol AVM
I193907,C332304,Toys,5,179.2,12.04.2021,Cevahir AVM
I230246,C122580,Toys,5,179.2,2021-11-28,Mall of Istanbul
I301356,C151806,Food & Beverage,2,10.46,24-10-2022,Emaar Square Mall
I595631,C694805,  Cosmetics  ,4,162.64,Jun 14 2021,Kanyon
I338519,C699945,Food & Beverage,2,10.46,Apr 03 2022,
I111495,C967153,Cosmetics,1,40.66,12-05-2022,Mall of Istanbul
I187604,C247027,Cosmetics,1,40.66,17-11-2022,Kanyon
I280954,C212158,Toys,3,"107,52",24-02-2023,Forum Istanbul
I549501,C221689,Clothing,3,900.24,25-07-2022,Mall of Istanbul
I424872,C239376,Clothing,2,600.16,01-03-2023,Zorlu Center
I147907,C300282,Clothing,5,1500.4,23-06-2022,
I226181,C207867,Technology,1,1050.0,Aug 24 2021,Mall of Istanbul
I125295,C200054,Clothing,4, 1200.32 ,21-06-2022,Kanyon
I260192,C309164,Food & Beverage,4,20.92,29-08-2022,Forum Istanbul
I373903,C133808,Clothing,1,300.08,30-11-2022,Forum Istanbul
I191210,C261676,Clothing,3,900.24,27/11/2021,Metrocity
I169880,C889118,Shoes,1,600.17,01-01-2023,Metropol AVM
I512273,C114935,clothing,4,1200.32,01-01-2023,
I258516,C278306,Clothing,4,1200.32,Dec 01 2021,Forum Istanbul
I394437,C240287,Food & Beverage,4,20.92,2021-11-04,Metrocity
I304931,C872677,Clothing,3,900.24,17-07-2021,Viaport Outlet
I323245,C200528,food & beverage,,10.46,27-02-2023,Kanyon
I182503,C101384,  Clothing  ,2,600.16,03-11-2021,Metrocity
I628513,C950020,Toys,5,179.2,17-02-2022,Mall of Istanbul
I266721,C854911,Toys,5,"179,2",29-12-2022,Mall of Istanbul
I249076,C301770,Books,4,60.6,20-02-2021,Metrocity
I166362,C228894,Clothing,2,600.16,12-10-2022,Metrocity
I339522,C114183,Clothing,3,900.24,26-05-2022,Viaport Outlet
I200646,C155763,Food & Beverage,2,10.46,05-03-2021,Kanyon
I535632,C329949,Clothing,4,1200.32,05/08/2022,Mall of Istanbul
I288651,C256451,SOUVENIR,2,23.46,08-08-2022,
I106841,C145210,Clothing,0,900.24,2022-02-04,Kanyon
I198360,C109926,Clothing,5,1500.4,28-02-2021,Kanyon
I273697,C301246,Cosmetics,4,162.64,26-02-2022,Metrocity
I263426,C158647,Clothing,4,1200.32,16.09.2022,Metropol AVM
I221790,C372133,Clothing,2,600.16,07-06-2022, KANYON 
I169137,C196390,Cosmetics,4,162.64,06-03-2022,Metrocity
I308672,C145999,Technology,2,2100.0,12-03-2021,Metropol AVM
I625501,C148994,Souvenir,0,35.19,30-06-2022,Kanyon
I151650,C186010,Clothing,1,300.08,28-07-2022,Mall of Istanbul
I286046,C102621,Food & Beverage,2,10.46,30-05-2022,Metrocity
I449578,C954584,Clothing,2,600.16,21-05-2021,Kanyon
I316168,C860048,Shoes,5,3000.85,17-08-2021,Emaar Square Mall
I313838,C508739,Food & Beverage,1,5.23,Aug 13 2022,Kanyon
I208886,C257427,Food & Beverage,1,5.23,10-02-2023,Cevahir AVM
I818937,C180695,Food & Beverage,2,10.46,19-12-2021,Mall of Istanbul
I866233,C291260,Clothing,3,900.24,06-04-2021,Kanyon
I923695,C307223,Clothing,2,600.16,22-02-2022,Metrocity
I121317,C121538,  Technology  ,4,4200.0,30-12-2021,Mall of Istanbul
I304539,C228979,Shoes,2,1200.34,24-03-2022,Kanyon
I114437,C281070,Books,3,45.45,08-01-2021,Viaport Outlet
I276155,C812556,Cosmetics,2,81.32,17-11-2021,Kanyon
I121021,C253269,Books,5,75.75,21.05.2021,Kanyon
I251487,C217713,Clothing,1,300.08,24-03-2022,Mall of Istanbul
I655202,C232887,Clothing,3,900.24,01-04-2021,
I326876,C315150,Toys,2,71.68,18-07-2021,Metrocity
I175150,C337939,Food & Beverage,2,10.46,02-02-2022,Istinye Park
I415958,C135541,Clothing,2,"600,16",18-11-2021,Metropol AVM
I237264,C258391,Food & Beverage,3,15.69,25-11-2022,Kanyon
I210275,C947706,Cosmetics,5,203.3,01-18-2023,Emaar Square Mall
I959566,C271390,BOOKS,3,45.45,05-01-2023,Mall of Istanbul
I311979,C281565,Cosmetics,3,121.98,16-01-2021,Istinye Park
I337747,C303005,Shoes,5,3000.85,20-04-2021,Metrocity
I219562,C313246,Food & Beverage,3,15.69,15-07-2021,Mall of Istanbul
I142057,C242849,Cosmetics,,162.64,06-02-2021,Zorlu Center
I422015,C216247,Clothing,2,600.16,26-01-2023,Emaar Square Mall
I256734,C585144,Technology,5,5250.0,29-05-2022,Metrocity
I334335,C701919,Cosmetics,4,162.64,05-11-2022,Kanyon
I198871,C539986,Shoes,1,600.17,25-07-2021, METROCITY 
I203854,C953804,Cosmetics,4,162.64,10-06-2021,Zorlu Center
I222909,C176872,Souvenir,2,23.46,16-11-2022,Forum Istanbul
I218779,C263170,Cosmetics,3,121.98,08-13-2022,Metropol AVM
I269577,C245135,Clothing,5,1500.4,28-01-2022,Viaport Outlet
I801314,C119141,Clothing,4,1200.32,28-07-2022,Metropol AVM
I668951,C224053,Books,3,45.45,26-11-2021,Kanyon
I282002,C322436,Toys,2,71.68,May 03 2022,Zorlu Center
I185375,C294209,Toys,3,107.52,06-08-2022,Istinye Park
I311897,C146616,Shoes,4,"2400,68",24-04-2022,Metrocity
I317719,C345494,Shoes,,1800.51,25-07-2021,Metropol AVM
I230763,C127392,Clothing,1,300.08,28-03-2022,Cevahir AVM
I294132,C159277,Cosmetics,2,"81,32",27-02-2023,Emaar Square Mall
I280031,C284661,Toys,3,107.52,23-11-2022,Istinye Park
I298933,C338932,Clothing,5,1500.4,05-29-2022,Kanyon
I236787,C594692,Food & Beverage,2,10.46,22-02-2023,
I197159,C826871,clothing,4,1200.32,10-10-2021,Metrocity
I300785,C312439,Cosmetics,5,203.3,21-02-2021,Kanyon
I259037,C257548,Technology,2,2100.0,24-08-2021,Viaport Outlet
I195757,C113452,Books,5,75.75,18-05-2021,Mall of Istanbul
I744935,C312527,Shoes,5,3000.85,20.03.2021,Metropol AVM
I158456,C200135,Clothing,5,1500.4,05-02-2023,Mall of Istanbul
I247070,C284872,Food & Beverage,3, 15.69 ,12-10-2022,Metrocity
I165095,C288469,Food & Beverage,3,15.69,24-12-2022,
I186121,C180323,Souvenir,,58.65,28-01-2022,Metropol AVM
I749173,C932236,Shoes,4,2400.68,23-07-2022,Mall of Istanbul
I142457,C272806,CLOTHING,3,900.24,28-10-2022,Istinye Park
